2018-03-01 13:28:03.114937 UTC | [experiment_2018_03_01_13_28_00_0001] Populating workers...
2018-03-01 13:28:05.238206 UTC | [experiment_2018_03_01_13_28_00_0001] Populated
2018-03-01 13:28:07.181110 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training started
2018-03-01 13:28:07.395653 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training finished
2018-03-01 13:28:07.395880 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training started
2018-03-01 13:28:07.607511 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training finished
2018-03-01 13:28:07.607734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training started
2018-03-01 13:28:07.814893 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training finished
2018-03-01 13:28:07.815107 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training started
2018-03-01 13:28:08.024140 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training finished
2018-03-01 13:28:08.024372 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training started
2018-03-01 13:28:08.232351 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training finished
2018-03-01 13:28:08.232602 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training started
2018-03-01 13:28:08.443958 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training finished
2018-03-01 13:28:08.444178 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training started
2018-03-01 13:28:08.654299 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training finished
2018-03-01 13:28:08.654552 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training started
2018-03-01 13:28:08.863734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training finished
2018-03-01 13:28:08.863954 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training started
2018-03-01 13:28:09.074388 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training finished
2018-03-01 13:28:09.074627 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training started
2018-03-01 13:28:09.285035 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training finished
2018-03-01 13:28:09.285276 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training started
2018-03-01 13:28:45.457004 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training finished
2018-03-01 13:28:45.457239 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Collecting samples for evaluation
2018-03-01 13:28:47.394528 UTC | -----------------------  ------------
2018-03-01 13:29:26.019904 UTC | AverageAbsQ               0.0397172
2018-03-01 13:29:26.019980 UTC | AverageY                 -0.0397172
2018-03-01 13:29:26.020057 UTC | AverageAbsY               0.0397172
2018-03-01 13:29:26.020140 UTC | AverageAbsQYDiff          3.51275e-08
2018-03-01 13:29:26.020220 UTC | AverageAction             0.997719
2018-03-01 13:29:26.020298 UTC | PolicyRegParamNorm       26.4561
2018-03-01 13:29:26.020396 UTC | QFunRegParamNorm          7.99343
2018-03-01 13:29:26.020488 UTC | AverageForwardProgress    0
2018-03-01 13:29:26.020580 UTC | MaxForwardProgress        0
2018-03-01 13:29:26.020663 UTC | MinForwardProgress        0
2018-03-01 13:29:26.020742 UTC | StdForwardProgress        0
2018-03-01 13:29:26.020829 UTC | -----------------------  ------------
2018-03-01 13:29:26.021162 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #12 | Training started
2018-03-01 13:30:15.632298 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #12 | Training finished
2018-03-01 13:30:15.634352 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #12 | Collecting samples for evaluation
2018-03-01 13:30:18.099539 UTC | -----------------------  ------------
2018-03-01 13:30:18.101205 UTC | Epoch                    12
2018-03-01 13:30:18.102090 UTC | AverageReturn             0
2018-03-01 13:30:18.102890 UTC | StdReturn                 0
2018-03-01 13:30:18.103666 UTC | MaxReturn                 0
2018-03-01 13:30:18.104448 UTC | MinReturn                 0
2018-03-01 13:30:18.105268 UTC | AverageEsReturn           0
2018-03-01 13:30:18.106070 UTC | StdEsReturn               0
2018-03-01 13:30:18.106845 UTC | MaxEsReturn               0
2018-03-01 13:30:18.107619 UTC | MinEsReturn               0
2018-03-01 13:30:18.108413 UTC | AverageDiscountedReturn   0
2018-03-01 13:30:18.109199 UTC | AverageQLoss              6.00387e-07
2018-03-01 13:30:18.109977 UTC | AveragePolicySurr         0.0393343
2018-03-01 13:30:18.110790 UTC | AverageQ                 -0.0393399
2018-03-01 13:30:18.111555 UTC | AverageAbsQ               0.0393399
2018-03-01 13:30:18.112279 UTC | AverageY                 -0.0393401
2018-03-01 13:30:18.113016 UTC | AverageAbsY               0.0393401
2018-03-01 13:30:18.113782 UTC | AverageAbsQYDiff          0.000144912
2018-03-01 13:30:18.114530 UTC | AverageAction             0.997397
2018-03-01 13:30:18.115257 UTC | PolicyRegParamNorm       26.457
2018-03-01 13:30:18.116015 UTC | QFunRegParamNorm          7.98514
2018-03-01 13:30:18.116788 UTC | AverageForwardProgress    0
2018-03-01 13:30:18.117568 UTC | MaxForwardProgress        0
2018-03-01 13:30:18.118345 UTC | MinForwardProgress        0
2018-03-01 13:30:18.119212 UTC | StdForwardProgress        0
2018-03-01 13:30:18.119985 UTC | -----------------------  ------------
2018-03-01 13:30:18.120968 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #13 | Training started
2018-03-01 13:31:16.965410 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #13 | Training finished
2018-03-01 13:31:16.966166 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #13 | Collecting samples for evaluation
2018-03-01 13:31:19.407766 UTC | -----------------------  ------------
2018-03-01 13:31:19.409415 UTC | Epoch                    13
2018-03-01 13:31:19.410235 UTC | AverageReturn             0
2018-03-01 13:31:19.411069 UTC | StdReturn                 0
2018-03-01 13:31:19.411873 UTC | MaxReturn                 0
2018-03-01 13:31:19.412615 UTC | MinReturn                 0
2018-03-01 13:31:19.413412 UTC | AverageEsReturn           0
2018-03-01 13:31:19.414199 UTC | StdEsReturn               0
2018-03-01 13:31:19.414999 UTC | MaxEsReturn               0
2018-03-01 13:31:19.415806 UTC | MinEsReturn               0
2018-03-01 13:31:19.416579 UTC | AverageDiscountedReturn   0
2018-03-01 13:31:19.417552 UTC | AverageQLoss              4.69641e-07
2018-03-01 13:31:19.418328 UTC | AveragePolicySurr         0.0390988
2018-03-01 13:31:19.419204 UTC | AverageQ                 -0.0391015
2018-03-01 13:31:19.420044 UTC | AverageAbsQ               0.0391015
2018-03-01 13:31:19.420820 UTC | AverageY                 -0.0391019
2018-03-01 13:31:19.421659 UTC | AverageAbsY               0.0391019
2018-03-01 13:31:19.423236 UTC | AverageAbsQYDiff          0.000189806
2018-03-01 13:31:19.424061 UTC | AverageAction             0.996486
2018-03-01 13:31:19.424872 UTC | PolicyRegParamNorm       26.4579
2018-03-01 13:31:19.425708 UTC | QFunRegParamNorm          7.9759
2018-03-01 13:31:19.426468 UTC | AverageForwardProgress    0
2018-03-01 13:31:19.427271 UTC | MaxForwardProgress        0
2018-03-01 13:31:19.428128 UTC | MinForwardProgress        0
2018-03-01 13:31:19.428950 UTC | StdForwardProgress        0
2018-03-01 13:31:19.430075 UTC | -----------------------  ------------
2018-03-01 13:31:19.431296 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #14 | Training started
2018-03-01 13:32:18.624570 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #14 | Training finished
2018-03-01 13:32:18.624797 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #14 | Collecting samples for evaluation
2018-03-01 13:32:21.081119 UTC | -----------------------  ------------
2018-03-01 13:32:21.081712 UTC | Epoch                    14
2018-03-01 13:32:21.083452 UTC | AverageReturn             0
2018-03-01 13:32:21.084380 UTC | StdReturn                 0
2018-03-01 13:32:21.085869 UTC | MaxReturn                 0
2018-03-01 13:32:21.086718 UTC | MinReturn                 0
2018-03-01 13:32:21.087464 UTC | AverageEsReturn           0
2018-03-01 13:32:21.088230 UTC | StdEsReturn               0
2018-03-01 13:32:21.089029 UTC | MaxEsReturn               0
2018-03-01 13:32:21.089845 UTC | MinEsReturn               0
2018-03-01 13:32:21.090630 UTC | AverageDiscountedReturn   0
2018-03-01 13:32:21.091406 UTC | AverageQLoss              2.86363e-07
2018-03-01 13:32:21.092232 UTC | AveragePolicySurr         0.0391486
2018-03-01 13:32:21.093300 UTC | AverageQ                 -0.039141
2018-03-01 13:32:21.094337 UTC | AverageAbsQ               0.039141
2018-03-01 13:32:21.095213 UTC | AverageY                 -0.0391413
2018-03-01 13:32:21.096137 UTC | AverageAbsY               0.0391413
2018-03-01 13:32:21.096972 UTC | AverageAbsQYDiff          0.000193969
2018-03-01 13:32:21.097860 UTC | AverageAction             0.99902
2018-03-01 13:32:21.098718 UTC | PolicyRegParamNorm       26.4583
2018-03-01 13:32:21.099571 UTC | QFunRegParamNorm          7.96826
2018-03-01 13:32:21.100408 UTC | AverageForwardProgress    0
2018-03-01 13:32:21.101298 UTC | MaxForwardProgress        0
2018-03-01 13:32:21.102192 UTC | MinForwardProgress        0
2018-03-01 13:32:21.103032 UTC | StdForwardProgress        0
2018-03-01 13:32:21.103846 UTC | -----------------------  ------------
2018-03-01 13:32:21.104787 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #15 | Training started
2018-03-01 13:33:20.070300 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #15 | Training finished
2018-03-01 13:33:20.073056 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #15 | Collecting samples for evaluation
2018-03-01 13:33:22.448796 UTC | -----------------------  ------------
2018-03-01 13:33:22.450591 UTC | Epoch                    15
2018-03-01 13:33:22.451679 UTC | AverageReturn             0
2018-03-01 13:33:22.452795 UTC | StdReturn                 0
2018-03-01 13:33:22.453778 UTC | MaxReturn                 0
2018-03-01 13:33:22.454762 UTC | MinReturn                 0
2018-03-01 13:33:22.455563 UTC | AverageEsReturn           0
2018-03-01 13:33:22.456399 UTC | StdEsReturn               0
2018-03-01 13:33:22.457273 UTC | MaxEsReturn               0
2018-03-01 13:33:22.458136 UTC | MinEsReturn               0
2018-03-01 13:33:22.459046 UTC | AverageDiscountedReturn   0
2018-03-01 13:33:22.459925 UTC | AverageQLoss              1.82449e-07
2018-03-01 13:33:22.460741 UTC | AveragePolicySurr         0.0394951
2018-03-01 13:33:22.461591 UTC | AverageQ                 -0.0395042
2018-03-01 13:33:22.462406 UTC | AverageAbsQ               0.0395042
2018-03-01 13:33:22.463224 UTC | AverageY                 -0.0395046
2018-03-01 13:33:22.464020 UTC | AverageAbsY               0.0395046
2018-03-01 13:33:22.464876 UTC | AverageAbsQYDiff          0.000191015
2018-03-01 13:33:22.465760 UTC | AverageAction             0.999865
2018-03-01 13:33:22.466627 UTC | PolicyRegParamNorm       26.4619
2018-03-01 13:33:22.467471 UTC | QFunRegParamNorm          7.96208
2018-03-01 13:33:22.468338 UTC | AverageForwardProgress    0
2018-03-01 13:33:22.469208 UTC | MaxForwardProgress        0
2018-03-01 13:33:22.470097 UTC | MinForwardProgress        0
2018-03-01 13:33:22.470921 UTC | StdForwardProgress        0
2018-03-01 13:33:22.471730 UTC | -----------------------  ------------
2018-03-01 13:33:22.472799 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #16 | Training started
2018-03-01 13:34:21.688965 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #16 | Training finished
2018-03-01 13:34:21.695202 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #16 | Collecting samples for evaluation
2018-03-01 13:34:25.347979 UTC | -----------------------  ------------
2018-03-01 13:34:25.348687 UTC | Epoch                    16
2018-03-01 13:34:25.348970 UTC | AverageReturn             0
2018-03-01 13:34:25.349245 UTC | StdReturn                 0
2018-03-01 13:34:25.349496 UTC | MaxReturn                 0
2018-03-01 13:34:25.349722 UTC | MinReturn                 0
2018-03-01 13:34:25.349943 UTC | AverageEsReturn           0
2018-03-01 13:34:25.350171 UTC | StdEsReturn               0
2018-03-01 13:34:25.350400 UTC | MaxEsReturn               0
2018-03-01 13:34:25.350621 UTC | MinEsReturn               0
2018-03-01 13:34:25.350840 UTC | AverageDiscountedReturn   0
2018-03-01 13:34:25.351065 UTC | AverageQLoss              1.33596e-07
2018-03-01 13:34:25.351292 UTC | AveragePolicySurr         0.0401714
2018-03-01 13:34:25.351527 UTC | AverageQ                 -0.040179
2018-03-01 13:34:25.351745 UTC | AverageAbsQ               0.040179
2018-03-01 13:34:25.351971 UTC | AverageY                 -0.0401795
2018-03-01 13:34:25.352194 UTC | AverageAbsY               0.0401795
2018-03-01 13:34:25.352431 UTC | AverageAbsQYDiff          0.000153632
2018-03-01 13:34:25.352659 UTC | AverageAction             0.999894
2018-03-01 13:34:25.352877 UTC | PolicyRegParamNorm       26.462
2018-03-01 13:34:25.353126 UTC | QFunRegParamNorm          7.95701
2018-03-01 13:34:25.353356 UTC | AverageForwardProgress    0
2018-03-01 13:34:25.353590 UTC | MaxForwardProgress        0
2018-03-01 13:34:25.353811 UTC | MinForwardProgress        0
2018-03-01 13:34:25.354031 UTC | StdForwardProgress        0
2018-03-01 13:34:25.354270 UTC | -----------------------  ------------
2018-03-01 13:34:25.354841 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #17 | Training started
2018-03-01 13:35:24.805506 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #17 | Training finished
2018-03-01 13:35:24.805736 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #17 | Collecting samples for evaluation
2018-03-01 13:35:28.625163 UTC | -----------------------  ------------
2018-03-01 13:35:28.626869 UTC | Epoch                    17
2018-03-01 13:35:28.627769 UTC | AverageReturn             0
2018-03-01 13:35:28.628644 UTC | StdReturn                 0
2018-03-01 13:35:28.629530 UTC | MaxReturn                 0
2018-03-01 13:35:28.630333 UTC | MinReturn                 0
2018-03-01 13:35:28.631218 UTC | AverageEsReturn           0
2018-03-01 13:35:28.632080 UTC | StdEsReturn               0
2018-03-01 13:35:28.632901 UTC | MaxEsReturn               0
2018-03-01 13:35:28.633754 UTC | MinEsReturn               0
2018-03-01 13:35:28.634575 UTC | AverageDiscountedReturn   0
2018-03-01 13:35:28.635384 UTC | AverageQLoss              1.04787e-07
2018-03-01 13:35:28.636208 UTC | AveragePolicySurr         0.0408405
2018-03-01 13:35:28.637048 UTC | AverageQ                 -0.0408505
2018-03-01 13:35:28.637962 UTC | AverageAbsQ               0.0408505
2018-03-01 13:35:28.638825 UTC | AverageY                 -0.0408507
2018-03-01 13:35:28.639718 UTC | AverageAbsY               0.0408507
2018-03-01 13:35:28.640602 UTC | AverageAbsQYDiff          0.000167584
2018-03-01 13:35:28.641444 UTC | AverageAction             0.999817
2018-03-01 13:35:28.642276 UTC | PolicyRegParamNorm       26.4466
2018-03-01 13:35:28.643114 UTC | QFunRegParamNorm          7.95297
2018-03-01 13:35:28.643956 UTC | AverageForwardProgress    0
2018-03-01 13:35:28.644927 UTC | MaxForwardProgress        0
2018-03-01 13:35:28.645857 UTC | MinForwardProgress        0
2018-03-01 13:35:28.646736 UTC | StdForwardProgress        0
2018-03-01 13:35:28.647661 UTC | -----------------------  ------------
2018-03-01 13:35:28.648838 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #18 | Training started
2018-03-01 13:36:28.243290 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #18 | Training finished
2018-03-01 13:36:28.244405 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #18 | Collecting samples for evaluation
2018-03-01 13:36:30.693459 UTC | -----------------------  ------------
2018-03-01 13:36:30.695156 UTC | Epoch                    18
2018-03-01 13:36:30.696039 UTC | AverageReturn             0
2018-03-01 13:36:30.696893 UTC | StdReturn                 0
2018-03-01 13:36:30.697720 UTC | MaxReturn                 0
2018-03-01 13:36:30.698513 UTC | MinReturn                 0
2018-03-01 13:36:30.699355 UTC | AverageEsReturn           0
2018-03-01 13:36:30.700281 UTC | StdEsReturn               0
2018-03-01 13:36:30.701136 UTC | MaxEsReturn               0
2018-03-01 13:36:30.701910 UTC | MinEsReturn               0
2018-03-01 13:36:30.702707 UTC | AverageDiscountedReturn   0
2018-03-01 13:36:30.703534 UTC | AverageQLoss              7.51879e-08
2018-03-01 13:36:30.704306 UTC | AveragePolicySurr         0.041294
2018-03-01 13:36:30.705160 UTC | AverageQ                 -0.0412966
2018-03-01 13:36:30.705983 UTC | AverageAbsQ               0.0412966
2018-03-01 13:36:30.706747 UTC | AverageY                 -0.0412974
2018-03-01 13:36:30.707522 UTC | AverageAbsY               0.0412974
2018-03-01 13:36:30.708522 UTC | AverageAbsQYDiff          0.000112919
2018-03-01 13:36:30.709557 UTC | AverageAction             0.999669
2018-03-01 13:36:30.710703 UTC | PolicyRegParamNorm       26.4447
2018-03-01 13:36:30.711628 UTC | QFunRegParamNorm          7.95002
2018-03-01 13:36:30.712574 UTC | AverageForwardProgress    0
2018-03-01 13:36:30.713559 UTC | MaxForwardProgress        0
2018-03-01 13:36:30.714434 UTC | MinForwardProgress        0
2018-03-01 13:36:30.715356 UTC | StdForwardProgress        0
2018-03-01 13:36:30.716266 UTC | -----------------------  ------------
2018-03-01 13:36:30.717492 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #19 | Training started
2018-03-01 13:37:30.310708 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #19 | Training finished
2018-03-01 13:37:30.311705 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #19 | Collecting samples for evaluation
2018-03-01 13:37:32.821796 UTC | -----------------------  ------------
2018-03-01 13:37:32.823670 UTC | Epoch                    19
2018-03-01 13:37:32.824532 UTC | AverageReturn             0
2018-03-01 13:37:32.825439 UTC | StdReturn                 0
2018-03-01 13:37:32.826300 UTC | MaxReturn                 0
2018-03-01 13:37:32.827152 UTC | MinReturn                 0
2018-03-01 13:37:32.827970 UTC | AverageEsReturn           0
2018-03-01 13:37:32.828722 UTC | StdEsReturn               0
2018-03-01 13:37:32.829572 UTC | MaxEsReturn               0
2018-03-01 13:37:32.830387 UTC | MinEsReturn               0
2018-03-01 13:37:32.831893 UTC | AverageDiscountedReturn   0
2018-03-01 13:37:32.832794 UTC | AverageQLoss              6.40878e-08
2018-03-01 13:37:32.833647 UTC | AveragePolicySurr         0.0413655
2018-03-01 13:37:32.834520 UTC | AverageQ                 -0.0413726
2018-03-01 13:37:32.835353 UTC | AverageAbsQ               0.0413726
2018-03-01 13:37:32.836190 UTC | AverageY                 -0.0413731
2018-03-01 13:37:32.837012 UTC | AverageAbsY               0.0413731
2018-03-01 13:37:32.837817 UTC | AverageAbsQYDiff          0.000144574
2018-03-01 13:37:32.838659 UTC | AverageAction             0.99983
2018-03-01 13:37:32.839474 UTC | PolicyRegParamNorm       26.4468
2018-03-01 13:37:32.840257 UTC | QFunRegParamNorm          7.94798
2018-03-01 13:37:32.841122 UTC | AverageForwardProgress    0
2018-03-01 13:37:32.841912 UTC | MaxForwardProgress        0
2018-03-01 13:37:32.842977 UTC | MinForwardProgress        0
2018-03-01 13:37:32.843803 UTC | StdForwardProgress        0
2018-03-01 13:37:32.844900 UTC | -----------------------  ------------
2018-03-01 13:37:32.846189 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #20 | Training started
2018-03-01 13:38:32.179347 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #20 | Training finished
2018-03-01 13:38:32.180496 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #20 | Collecting samples for evaluation
2018-03-01 13:38:34.666795 UTC | -----------------------  ------------
2018-03-01 13:38:34.668449 UTC | Epoch                    20
2018-03-01 13:38:34.669342 UTC | AverageReturn             0
2018-03-01 13:38:34.670201 UTC | StdReturn                 0
2018-03-01 13:38:34.670999 UTC | MaxReturn                 0
2018-03-01 13:38:34.671856 UTC | MinReturn                 0
2018-03-01 13:38:34.672712 UTC | AverageEsReturn           0
2018-03-01 13:38:34.673653 UTC | StdEsReturn               0
2018-03-01 13:38:34.674619 UTC | MaxEsReturn               0
2018-03-01 13:38:34.675665 UTC | MinEsReturn               0
2018-03-01 13:38:34.676643 UTC | AverageDiscountedReturn   0
2018-03-01 13:38:34.678501 UTC | AverageQLoss              3.86344e-08
2018-03-01 13:38:34.679384 UTC | AveragePolicySurr         0.0411818
2018-03-01 13:38:34.680397 UTC | AverageQ                 -0.0411994
2018-03-01 13:38:34.681329 UTC | AverageAbsQ               0.0411994
2018-03-01 13:38:34.682174 UTC | AverageY                 -0.0411997
2018-03-01 13:38:34.683007 UTC | AverageAbsY               0.0411997
2018-03-01 13:38:34.683854 UTC | AverageAbsQYDiff          0.000119752
2018-03-01 13:38:34.684733 UTC | AverageAction             0.999978
2018-03-01 13:38:34.685628 UTC | PolicyRegParamNorm       26.4529
2018-03-01 13:38:34.686489 UTC | QFunRegParamNorm          7.94681
2018-03-01 13:38:34.687302 UTC | AverageForwardProgress    0
2018-03-01 13:38:34.688160 UTC | MaxForwardProgress        0
2018-03-01 13:38:34.689044 UTC | MinForwardProgress        0
2018-03-01 13:38:34.689926 UTC | StdForwardProgress        0
2018-03-01 13:38:34.690771 UTC | -----------------------  ------------
2018-03-01 13:38:34.691865 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #21 | Training started
2018-03-01 13:39:34.298828 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #21 | Training finished
2018-03-01 13:39:34.299803 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #21 | Collecting samples for evaluation
2018-03-01 13:39:36.670644 UTC | -----------------------  ------------
2018-03-01 13:39:36.672179 UTC | Epoch                    21
2018-03-01 13:39:36.673105 UTC | AverageReturn             0
2018-03-01 13:39:36.674025 UTC | StdReturn                 0
2018-03-01 13:39:36.674916 UTC | MaxReturn                 0
2018-03-01 13:39:36.675779 UTC | MinReturn                 0
2018-03-01 13:39:36.676654 UTC | AverageEsReturn           0
2018-03-01 13:39:36.677528 UTC | StdEsReturn               0
2018-03-01 13:39:36.678420 UTC | MaxEsReturn               0
2018-03-01 13:39:36.679269 UTC | MinEsReturn               0
2018-03-01 13:39:36.680114 UTC | AverageDiscountedReturn   0
